precio;superficie;habitaciones;ascensor;banos;aire_acond;balcon;terraza;renta;longevidad;educ_sup;presion_mig;hospital;metro;universidad;autobus_interurbano;autobus_local;policia_local
380000;123;3;1;1;0;0;1;15347;38.052;445.652.174;63.180.828;0.377894839420651;246.217.212.455.651;0.371549620162317;22.643.886.256.503;0.309173318745117;0.224476450745924
380000;123;3;1;1;0;0;1;14810;36.284;417.695.473;34.907.598;0.450816700993436;236.682.431.630.543;0.2761698939884;222.137.056.702.564;0.33843550661601;0.281592786316037
380000;123;3;1;1;0;0;1;14172;26.849;429.787.234;68.085.106;0.523560721948559;232.182.437.130.939;0.238072834395279;227.549.210.690.132;0.419959429876708;0.262923798575759
213000;87;3;0;2;0;0;0;9555;7.403;221.024.259;153.432.032;11.737.682.604.146;330.985.523.426.206;362.561.505.240.265;121.341.433.625.024;0.577572232886095;22.451.562.857.496
196000;87;3;0;2;0;0;0;9555;7.403;221.024.259;153.432.032;11.737.682.604.146;330.985.523.426.206;362.561.505.240.265;121.341.433.625.024;0.577572232886095;22.451.562.857.496
376000;71;1;0;2;0;0;0;16054;24.135;495.192.308;72.115.385;0.408768944592263;117.888.440.748.977;0.675181154091564;108.979.523.089.682;105.082.313.387.191;0.916041998001853
170000;120;3;1;2;0;0;0;9593;20.218;204.439.252;127.336.449;0.552474837047395;0.667992236374303;0.544695851314867;1.815.699.659.557;0.358689613497516;0.646491343828452
170000;120;3;1;2;0;0;0;9593;20.218;204.439.252;127.336.449;0.725372958346409;0.778421588905653;0.723734376204121;178.013.595.721.617;0.178653296447131;0.633698609251001
170000;120;3;1;2;0;0;0;9593;20.218;204.439.252;127.336.449;0.73568613471441;0.822480280831958;0.718362013229222;161.823.452.605.282;0.267322734921374;0.810874716996664
265000;56;2;1;1;1;0;0;12130;39.392;323.943.662;3.286.385;0.0554572702297977;144.284.858.336.498;100.522.647.018.253;0.508395669794267;0.0581091092428993;155.524.613.922.357
250000;70;1;1;1;0;0;0;15066;23.284;419.497.784;29.542.097;0.338555481827245;193.476.494.405.335;0.58078529567676;22.613.583.103.449;0.866935607204164;0.733540177668081
91000;78;3;1;1;0;0;1;4189;11.105;19.169.329;76.677.316;0.192854999994496;183.375.225.025.771;10.383.121.864.244;148.647.623.807.338;0.698969599405039;153.243.697.833.503
133000;57;2;0;1;0;0;0;9526;27.956;203.065.134;57.251.908;0.562259902328428;0.681718314234048;0.57357991848754;210.328.246.488.153;0.777994894984683;0.700734391120021
185000;65;2;0;1;0;1;0;9788;28.93;206.798.867;79.320.113;0.45660544984381;0.414299028046395;0.975018241025851;15.420.835.362.982;0.920992141513402;0.444083833806456
75000;49;2;0;1;0;0;0;8587;18.696;143.459.916;37.974.684;0.244678371866168;517.874.150.694.266;253.872.670.140.069;101.166.218.467.147;0.249393676262539;268.819.976.461.078
295000;102;3;0;1;0;1;1;14043;34.115;37.5;25.735.294;0.288578956827131;197.066.901.805.992;0.4916203764835;225.622.545.699.107;0.937281844356265;0.653000082519963
200000;63;3;0;1;0;0;0;14481;33.737;383.495.146;38.834.951;0.257719054175202;0.552598410014034;0.644723360221704;116.044.131.636.651;0.603218591758962;0.606667434612734
200000;63;3;0;1;0;0;0;14481;33.737;383.495.146;38.834.951;0.218963825454611;0.548271064162148;0.653365286117692;118.536.728.164.304;0.590197652140683;0.602508697505948
341000;90;3;0;1;1;1;0;14726;21.862;488.023.952;8.358.209;0.498764954132759;17.343.887.232.392;0.55271344724126;115.580.059.400.796;0.750373841442457;0.447617686776976
405000;139;3;1;2;1;0;0;14806;22.238;476.388.889;80.555.556;0.159476696931901;181.450.827.235.584;0.652646610208475;146.735.185.734.444;0.587909053839419;0.587390607973835
270000;60;1;1;1;1;0;0;18703;30.609;493.181.818;81.818.182;0.482565854419295;101.273.086.126.494;0.303936847244975;0.732468825292156;113.323.181.864.577;102.965.710.767.887
195000;100;3;1;1;0;0;0;8529;28.1;131.034.483;24.137.931;0.292350872433986;423.177.166.978.556;421.163.485.081.137;0.50611294579778;100.959.729.595.609;134.138.889.203.107
295000;92;4;0;2;1;0;0;17155;34.241;490.598.291;35.897.436;0.381530913386347;115.524.635.791.216;0.945437025978274;108.815.412.353.953;0.781693706160544;10.184.883.380.521
285000;66;3;0;1;1;0;0;14399;36.339;384.415.584;6.25;0.507993837991545;0.645010134489509;0.741361861626145;0.944475425629179;0.603392447101171;0.774253288375221
330000;106;2;0;2;1;0;1;16826;29.487;412.541.254;144.736.842;0.50112279888294;0.825749594522306;0.569364401522089;195.292.933.204.288;0.595657126647924;0.7318758188201
164000;80;3;0;1;1;0;0;10395;45.286;165.876.777;0.7109005;0.302149816814492;453.098.666.292.873;281.314.177.290.472;0.761292051113592;0.71711739491359;252.807.607.381.696
180000;63;2;1;2;0;0;0;12298;22.48;32.183.908;2.303.263;0.0829174144443736;235.925.216.378.895;112.782.544.130.974;264.841.669.670.677;0.821996446714727;100.996.609.924.731
74999;95;4;0;2;0;0;1;4488;19.973;25.089.606;68.100.358;0.238671369023202;191.136.216.635.671;0.780813190511546;174.975.555.737.166;0.772800306052788;12.329.630.053.144
299950;113;4;0;2;1;0;1;14840;31.607;429.967.427;48.701.299;0.23205946044071;142.643.565.301.502;0.669490996401077;154.360.356.685.256;0.853340505208934;113.958.654.876.839
230000;74;3;1;1;1;1;1;18424;28.56;449.494.949;55.555.556;0.499654352710473;0.152078274753729;0.406438599598287;157.272.382.844.813;0.336308298916142;0.703175771448948
159000;70;2;0;1;1;1;1;14184;35.822;355.491.329;26.011.561;0.284298241710099;0.592256723823157;0.788567809538288;154.247.203.144.746;0.534677028939196;0.632557006532166
94999;71;3;0;1;0;0;1;6890;27.797;103.053.435;20.610.687;0.255415827586858;161.275.771.019.227;103.174.727.743.909;171.965.860.482.257;0.373184836705185;0.931495380383591
133000;57;2;0;1;0;0;0;8477;29.642;142.105.263;78.947.368;0.507927964750269;0.643227232635294;0.516752802158993;212.280.985.927.509;0.793811253174887;0.671191096437533
310000;88;3;0;1;0;1;0;15735;27.479;466.076.696;56.047.198;0.180018322626846;167.521.572.067.033;0.562189301820096;159.762.085.845.373;0.909921204704151;104.852.111.088.767
135000;242;6;0;2;1;1;1;7369;24.168;72.340.426;554.371;0.183377368823984;432.889.355.893.278;462.902.553.068.198;0.766025494949664;0.155033776634147;260.817.510.114.754
140400;74;2;1;1;1;0;0;11134;20.656;280.918.728;12.367.491;0.657415360123287;473.313.775.560.142;27.227.933.712.483;0.32281866956607;0.488676076943917;254.701.049.510.237
200000;63;3;0;1;0;0;0;14481;33.737;383.495.146;38.834.951;0.0904849848589349;0.591742689543527;0.728701582608935;123.731.627.133.832;0.605861369686054;0.644909119177781
340000;118;3;0;2;0;0;1;17569;39.074;479.820.628;33.632.287;0.222043934436196;0.673102477333751;107.689.381.777.527;144.425.088.818.334;0.188598330595663;108.223.762.611.661
149999;120;3;0;2;0;0;0;7995;19.899;134.730.539;71.856.287;0.564810552800876;149.989.694.519.906;183.739.353.000.017;0.964281240374991;11.513.633.733.858;161.269.447.238.225
136000;120;4;0;2;0;0;1;6940;17.699;94.437.257;139.534.884;0.264864560022614;0.4571295786752;133.092.781.278.516;15.313.073.903.911;15.778.889.126.565;0.603355363053444
410000;100;2;1;2;1;0;0;17164;28.779;494.456.763;75.221.239;0.692128020655746;0.871023105282381;0.839751150984296;0.771030067276452;0.994063028292393;0.642499598884348
198000;55;2;1;1;1;0;0;18424;28.56;449.494.949;55.555.556;0.499704612142647;0.139177714509538;0.395896552304961;161.778.372.391.796;0.318339999112728;0.66254752434022
227015;98;2;1;1;0;0;0;9276;30;188.596.491;82.969.432;0.223804008536172;0.332510988004685;11.167.655.597.223;137.390.362.052.546;0.98869400044564;0.387730499256255
216777;98;2;1;1;0;0;0;9276;30;188.596.491;82.969.432;0.249733531579423;0.325768594277378;109.338.388.971.111;139.603.768.568.607;0.982392143342967;0.37905406424619
206500;88;2;1;1;0;0;0;9276;30;188.596.491;82.969.432;0.228209429260954;0.329107303432899;111.238.774.591.304;137.823.064.170.568;0.990479841020522;0.384177200082973
585000;155;5;1;3;1;0;0;22555;35.453;592.833.876;22.801.303;0.568799242453169;0.294198338282076;0.275191144275178;0.484981431300673;0.189044136786974;0.62889803013675
215000;79;3;1;1;0;1;1;14454;32.475;409.961.686;34.351.145;0.255163406150276;0.287395713855724;0.327294665849389;138.403.594.447.988;0.387947880221846;0.335210471728464
142000;94;3;1;2;1;0;0;9783;34.74;159.448.819;72.834.646;0.520185875838204;0.370076543315769;0.718382047121083;17.894.469.664.285;114.903.474.211.247;0.363956494317686
133000;62;2;0;1;1;0;0;9526;27.956;203.065.134;57.251.908;0.566643419642357;0.623943723890083;0.588616943632362;218.875.430.318.473;0.670250622143038;0.808218493769809
85000;77;3;0;1;0;0;0;5389;18.365;54.166.667;120.833.333;0.568643675926021;142.417.995.776.569;141.417.562.412.024;111.509.902.535.383;0.350740293869616;159.391.166.493.283
85000;77;3;0;1;0;0;0;5389;18.365;54.166.667;120.833.333;0.54592820605186;141.702.775.261.298;140.493.170.691.279;112.834.762.712.386;0.333082150644549;157.204.481.509.875
170000;89;4;1;1;0;0;1;9333;29.613;183.800.623;35.825.545;0.602553578125296;361.704.910.929.129;153.846.618.191.584;143.430.730.408.264;0.202028175826152;130.505.459.469.979
170000;89;4;1;1;0;0;1;9412;30.68;19.020.979;74.125.874;0.422297735507702;339.212.896.202.324;121.865.853.293.672;17.337.362.136.195;0.498412021050693;0.997711546497945
235000;70;1;1;1;1;0;0;16881;36.517;448.328.267;2.435.312;0.337148092177389;0.738704450959939;0.809168307503463;0.97191436187616;0.76470211773358;0.792296154841283
135000;82;3;0;1;1;0;1;9521;34.823;143.181.818;54.545.455;0.407295414495311;421.020.389.100.661;420.625.818.810.276;0.649250957514718;114.415.979.517.227;12.264.390.875.884
59000;88;3;0;1;0;0;0;6189;24.254;76.045.627;87.452.471;0.297182889431368;225.106.567.578.677;0.847274177471232;181.227.216.103.035;0.689535427286854;170.722.937.545.642
145000;88;3;1;1;1;0;0;9180;31.205;12.633.833;27.837.259;0.385263074443138;459.860.322.810.739;300.130.500.768.363;0.920791959314189;0.94060662728128;268.509.553.070.424
210000;79;3;1;1;0;0;1;15063;30.146;399.470.899;34.482.759;0.128942324262915;167.326.611.375.748;0.48860577528528;190.859.164.458.866;0.795855672957785;0.867950262353492
210000;79;3;1;1;0;0;1;17428;47.802;45.526.839;11.928.429;0.135880310667347;140.878.723.530.291;0.716160237358236;145.820.183.766.415;0.882484683577386;119.873.055.291.074
210000;79;3;1;1;0;0;1;14840;31.607;429.967.427;48.701.299;0.24007969779176;144.831.029.240.233;0.646183285919473;156.805.291.122.158;0.85809421221221;111.519.414.461.701
299000;70;2;1;1;1;1;0;14454;32.475;409.961.686;34.351.145;0.334551333297138;0.400605291050814;0.404135319593829;127.912.976.541.457;0.40542867994288;0.445929957378434
365000;66;2;1;1;1;0;0;15349;24.553;411.255.411;47.619.048;0.274369590832274;122.265.238.849.286;118.492.719.647.843;0.501890434852156;0.254653573264844;135.710.528.210.418
340000;66;2;1;1;1;0;0;15349;24.553;411.255.411;47.619.048;0.274369590832274;122.265.238.849.286;118.492.719.647.843;0.501890434852156;0.254653573264844;135.710.528.210.418
210000;87;3;0;1;1;0;1;13300;42.145;282.539.683;38.095.238;0.400433145906274;0.883315108836599;0.64759845133663;150.116.544.434.489;0.0345604870795647;0.0939305212118896
399990;99;2;0;1;0;0;0;17647;31.48;512.770.138;78.585.462;0.906110198226275;0.811774077015104;0.478221656714682;0.957609048722883;108.617.195.901.633;0.610952818057626
133000;57;2;0;1;0;0;0;11646;30.028;220.930.233;66.860.465;0.718604868901304;0.839457755762362;0.739457346456237;204.276.224.667.961;0.758533988806467;0.857472955599105
133000;57;2;0;1;0;0;0;9526;27.956;203.065.134;57.251.908;0.655794493380011;0.75276178088575;0.668361352438097;205.597.780.882.588;0.783400852331536;0.736747077145166
133000;57;2;0;1;0;0;0;11646;30.028;220.930.233;66.860.465;0.692762977191647;0.78047679605387;0.70345368011473;208.677.690.453.884;0.720898618113329;0.849275249018352
136000;120;4;0;2;0;0;1;5659;19.795;5.124.451;243.045.388;0.442847585592927;0.311889257776668;141.797.310.911.029;1.350.587.586.865;143.847.722.108.344;0.641478811886604
136000;120;4;0;2;0;0;1;7483;25.787;91.071.429;76.785.714;0.446804197827518;0.276413488671971;138.672.483.864.271;134.736.413.276.401;14.039.091.301.144;0.604970564049596
135000;56;2;0;1;1;0;0;9526;27.956;203.065.134;57.251.908;0.589239144073735;0.646364288607397;0.580226620881672;215.712.031.753.788;0.594684042669261;0.910418543572027
136000;120;4;0;2;0;0;1;6940;17.699;94.437.257;139.534.884;0.524926751138628;0.503523009861839;16.141.223.646.189;134.973.333.680.643;160.332.370.398.809;0.858073124050839
49000;97;3;0;2;1;0;0;4189;12.57;19.512.195;109.756.098;0.292738701560433;472.674.837.200.842;501.924.160.976.149;0.44612129077135;0.165529278660885;280.348.813.902.317
180000;75;3;1;1;0;0;0;11486;35.075;248.459.959;43.032.787;0.979962451421208;0.891209631974988;0.96602921516204;123.628.972.958.216;0.291634783534303;121.662.574.393.319
240000;98;3;1;1;1;1;1;11325;33.219;261.306.533;20.100.503;0.685654975702066;246.887.854.616.056;0.167941522160958;27.343.084.007.075;0.494168683217798;216.667.994.937.619
280000;71;3;1;1;0;0;0;14481;33.737;383.495.146;38.834.951;0.252431762030385;0.617359231517882;0.706685730444174;110.395.770.447.544;0.666570455886077;0.671431095742894
59000;75;3;0;1;1;0;0;6890;27.797;103.053.435;20.610.687;0.292172842108777;161.729.558.147.991;102.398.515.949.101;178.439.119.265.522;0.303220471175085;0.85499393165954
270000;87;1;0;2;0;0;0;9300;27.156;183.098.592;66.901.408;0.220466928967716;111.474.431.766.568;141.058.485.124.513;188.825.481.050.146;0.25926889805908;0.662040511133997
363000;120;3;0;1;1;0;1;15058;25.42;503.355.705;70.234.114;0.598473108341665;219.909.520.811.517;0.391988762001575;157.280.700.463.944;0.327551871344253;0.218331403109258
350000;80;1;1;1;1;0;0;18455;32.768;506.963.788;91.922.006;0.688936441982937;130.572.696.259.295;0.178109369435634;0.890785999150701;115.882.149.184.818;0.869530418599183
205000;85;3;1;1;1;1;0;11635;32.507;257.703.081;39.215.686;0.479285636615338;0.417570221763873;0.413360551321754;207.423.102.468.145;0.416651355519454;0.862734019719394
450000;165;4;1;2;0;1;1;17428;47.802;45.526.839;11.928.429;0.19570028815515;138.978.223.270.961;0.71591799312819;148.192.261.622.916;0.843797840889081;119.177.350.385.356
110000;55;2;0;1;1;0;0;8437;27.19;117.977.528;58.052.434;0.332832582396209;141.945.440.638.014;166.849.893.550.862;229.347.446.352.385;0.334612003889751;0.3051576772765
197260;57;3;0;1;0;0;0;15468;34.106;410.714.286;53.691.275;0.507689004938838;0.521089050008905;0.305150078097164;11.460.815.640.931;0.280618627876649;0.38987680981505
96050;51;3;0;1;1;0;0;6729;27.457;81.439.394;77.651.515;0.338869814678915;0.0485363219277813;0.397390130907044;222.989.225.258.551;0.532683141427319;0.518659124297395
125000;84;3;1;2;1;0;0;8480;32.701;121.019.108;41.269.841;0.17365739476908;440.418.551.566.941;438.590.556.772.423;0.42869681135541;113.099.174.269.949;146.683.503.637.762
58650;60;3;0;1;0;0;0;6328;21.76;59.615.385;143.953.935;0.262293561478886;0.412562159260376;124.092.106.759.306;154.026.137.145.521;151.398.426.660.804;0.501495682456776
99000;57;2;0;1;1;1;1;6729;27.457;81.439.394;77.651.515;0.128163266070621;0.245616367682226;0.186735305913613;231.826.896.033.174;0.714905195515617;0.65396901075961
220000;54;1;1;1;0;1;1;17964;33.763;472.067.039;16.806.723;0.580888333497132;0.38752465455082;0.640942633636355;153.244.093.293.853;0.333115796727728;0.729566177488631
94999;71;3;0;1;0;0;1;9273;24.965;194.244.604;96.402.878;0.413855975330177;176.572.358.335.308;0.737760842865328;185.157.745.552.488;0.624104404986804;105.669.729.604.594
230000;77;3;0;1;1;0;0;14971;23.938;448.051.948;64.794.816;0.361568482410265;235.930.584.419.419;0.398105474105021;181.869.202.703.627;0.0733430417461884;0.459773713248824
89999;79;4;0;1;1;1;0;7218;22.705;140.480.591;129.390.018;0.497500264757129;125.017.023.036.782;151.971.620.102.942;106.014.200.066.875;0.191135189588083;151.399.740.078.975
170000;54;1;0;1;1;0;0;16684;30.06;473.214.286;80.357.143;0.498404677770545;117.724.662.244.381;0.525746424052633;111.468.465.513.699;12.018.101.724.903;0.884873379687507
149999;120;3;0;2;0;0;0;6652;24.046;64.631.957;37.701.975;0.367232589703029;167.849.513.025.608;202.692.844.594.666;100.397.292.891.254;133.667.688.243.727;175.405.906.385.958
340000;118;3;0;2;0;0;1;14407;27.325;386.481.802;83.188.908;0.285739864271036;0.81219044017258;121.555.625.510.169;157.819.213.802.841;0.273454143688416;0.955689164450549
340000;118;3;0;2;0;0;1;14917;33.149;394.607.843;71.253.071;0.356681941534684;107.540.238.956.849;140.073.582.872.428;176.737.024.058.996;0.0781493833969652;0.829479389435677
170000;75;3;0;1;0;0;0;13306;32.043;332.574.032;36.446.469;0.376572116290308;0.314121142538024;0.507777717608018;154.827.373.045.375;0.280676081156913;0.358121618365225
300000;105;3;0;2;0;0;0;14806;22.238;476.388.889;80.555.556;0.136821162138826;182.605.888.637.776;0.670122651855877;149.403.302.286.867;0.579548680894084;0.604203861103482
149500;70;3;0;1;1;0;0;10895;33.048;25.877.193;101.321.586;0.238603262753669;33.370.577.057.121;0.527015465425996;234.401.557.060.497;0.278759543602778;0.879841243673125
400000;90;2;0;2;1;0;1;16256;29.781;502.347.418;98.591.549;0.333980811687419;157.518.560.429.862;0.395905641290219;123.464.660.444.182;0.829129726233923;0.678573773346554
32800;57;2;0;1;0;0;0;5382;20.24;56.291.391;178.807.947;0.709042217369828;0.524644284738139;0.743479763857661;224.444.393.697.231;0.165252115856888;0.170392013168366
34500;33;2;0;1;0;0;0;6940;17.699;94.437.257;139.534.884;0.37634953513114;0.444155774951267;144.982.021.171.339;144.027.022.454.787;157.082.840.096.167;0.703929293535011
475000;103;2;1;2;1;0;0;18255;29.893;505.747.126;8.045.977;0.699423046058253;0.899518303983271;0.290211328368045;0.957605233530052;118.754.695.242.301;0.826266292446323
170000;90;2;0;2;0;0;1;9526;27.956;203.065.134;57.251.908;0.654727600247879;0.693360540876841;0.656259043336478;215.340.643.770.564;0.670827538014819;0.844981272622847
260000;88;4;0;2;0;0;1;12116;25;337.539.432;97.791.798;0.261774782880742;200.019.596.313.798;0.417635043991068;225.148.995.294.328;0.906400746354617;0.59080804757238
140000;65;2;0;1;0;1;0;11083;29.369;251.870.324;54.862.843;0.453573956150452;0.441052552575063;0.782708512773946;17.116.258.776.233;0.448676525794117;0.601438853191071
289000;93;2;1;1;0;0;1;14481;33.737;383.495.146;38.834.951;0.166029774899453;0.542436640396987;0.66609339125014;122.864.622.518;0.570556664690569;0.596394398270594
289000;93;2;1;1;0;0;1;14492;32.997;383.753.501;47.486.034;0.313542420271093;0.343152563989;0.493611447254601;140.904.453.058.099;0.364793586875683;0.396188495998819
59000;49;2;0;1;0;0;0;6451;23.762;63.711.911;11.634.349;0.404228064368282;502.210.760.082.311;237.368.175.402.728;103.461.721.656.032;0.24767443320032;252.611.218.972.604
59000;49;2;0;1;0;0;0;8451;20.879;142.180.095;9.929.078;0.399911389752354;503.072.039.974.862;2.379.397.653.931;104.138.139.932.418;0.256363356331789;253.393.505.436.724
250000;45;2;0;1;0;0;0;17117;39.744;444.444.444;0.8333333;0.563985892557597;0.711940030150462;0.475890228024724;133.774.237.274.736;0.140788207341077;0.092055832968296
510000;172;4;1;2;1;0;1;17823;31.968;519.512.195;24.449.878;0.864967529964892;0.63419988154441;0.748223356696502;0.488304348475513;0.732572092936015;0.522925908868018
75000;67;2;0;1;0;0;0;7336;26.076;65.989.848;25.380.711;0.684898538001889;389.917.416.494.492;416.175.557.571.795;139.311.143.426.858;0.32099901491774;190.343.105.284.505
63000;67;3;0;1;0;0;0;5256;21.447;39.622.642;126.415.094;0.512267574619973;345.159.066.916.348;118.064.991.921.299;172.226.775.253.911;0.401883029784966;101.891.881.052.604
47000;65;1;0;1;0;0;0;7369;24.168;72.340.426;554.371;0.192616843067795;42.447.707.598.345;453.711.081.380.481;0.88109991758414;0.186039291342734;245.735.927.923.045
450000;114;3;1;2;0;0;0;16445;30.884;376.470.588;117.647.059;0.661438476351622;251.867.675.077.208;0.127491498787157;170.469.477.062.931;0.0723769502857083;0.343584018963893
130000;75;3;0;1;0;0;0;8765;26.378;141.255.605;141.255.605;0.385817514177356;154.974.624.001.522;0.960115514712661;187.929.591.708.994;0.279586652457474;0.783033371969468
285000;97;4;1;2;0;0;0;12420;28.763;293.209.877;12.345.679;0.315305709123534;331.288.147.432.716;0.499506957743298;240.591.108.044.003;0.358550594640128;0.921435179688164
120000;54;1;1;1;0;0;0;13154;20.559;325.874.126;41.958.042;0.648739870733337;386.171.178.980.094;382.242.859.815.189;0.749741718330074;0.680264831102234;122.591.459.687.483
68000;58;1;0;1;0;0;1;7311;28.193;77.409.163;22.082.019;0.510455973801948;4.010.280.902.398;428.308.419.686.692;122.168.968.234.497;0.310314415907062;208.220.078.222.609
149999;120;3;0;2;0;0;0;7995;19.899;134.730.539;71.856.287;0.592135597407595;144.664.946.006.923;178.762.073.270.824;0.999326822736719;114.211.588.255.901;155.534.273.730.801
149999;120;3;0;2;0;0;0;7995;19.899;134.730.539;71.856.287;0.276677399055568;167.899.034.629.855;205.261.926.204.321;125.323.919.631.634;152.686.027.875.564;168.202.119.022.099
75000;52;3;0;1;0;0;0;9716;33.974;156.950.673;56.053.812;0.919455806617585;460.142.136.452.033;186.991.232.395.664;13.498.825.744.965;0.127350946837176;207.687.982.297.278
225000;42;1;1;1;1;0;0;15561;28.804;379.411.765;82.352.941;0.147274553718132;0.28327998072494;0.209783063039433;146.277.856.838.339;0.327839732564695;0.31120928220107
450000;88;2;0;1;1;1;1;14806;22.238;476.388.889;80.555.556;0.379194244584795;204.371.303.593.385;0.602068120373481;155.020.074.491.931;0.367384763914479;0.386032141609656
450000;88;2;0;1;1;1;1;14971;23.938;448.051.948;64.794.816;0.479765085468591;216.649.052.454.069;0.498235237444386;163.888.446.140.461;0.254474226055559;0.364327319366186
450000;88;2;0;1;1;1;1;14014;21.298;481.355.932;84.745.763;0.608984896984326;221.121.037.577.957;0.372452239903278;156.829.253.507.626;0.340927899627111;0.197551539052852
240000;85;3;0;1;0;1;0;19407;31.903;466.055.046;51.376.147;0.500627046469579;0.210173845627216;0.540949187201988;121.786.591.382.125;0.192928136534619;0.680234067748507
315000;108;3;1;1;1;0;0;19576;29.605;507.462.687;14.925.373;0.194888692688548;0.726361972166226;111.546.513.009.354;131.861.623.167.018;0.064290762205786;124.597.242.330.856
140000;63;3;0;1;1;1;0;11121;29.95;260.617.761;84.942.085;0.697385813918924;0.802290757758848;0.972551978979908;180.435.807.470.706;0.709329393426589;0.810216740205754
230000;100;3;0;2;1;0;0;13196;30.473;341.632.089;13.812.155;0.250035757149608;365.223.813.390.949;370.553.912.421.848;140.170.781.013.666;149.957.344.586.744;0.46894980485722
285000;104;3;0;1;1;0;0;15717;23.52;534.939.759;12.048.193;0.532553565257104;305.496.551.505.666;105.487.401.870.283;244.323.583.193.236;0.303015050317101;273.575.651.052.749
230000;143;4;1;2;0;1;1;10972;29.917;234.649.123;57.017.544;0.692401898007991;0.551188348131908;0.814155834500139;177.805.241.597.409;0.967195791362065;0.554245617335456
368000;110;2;0;3;0;0;1;12497;26.736;366.359.447;46.082.949;0.364123463649104;214.171.758.220.135;0.366280098677294;235.404.226.327.802;0.790991730957414;0.438658663925953
110000;75;2;0;1;1;0;1;12097;31.002;31.152.648;28.037.383;0.229028809589033;477.878.159.187.481;465.860.156.136.968;0.737005387856519;106.973.419.463.236;249.415.887.441.602
75000;49;2;0;1;0;0;0;8451;20.879;142.180.095;9.929.078;0.347752347240401;515.541.200.871.559;247.297.900.877.269;112.297.896.470.661;0.360710817483003;265.084.099.683.249
75000;49;2;0;1;0;0;0;8587;18.696;143.459.916;37.974.684;0.0317044532970157;534.114.957.136.155;274.630.736.551.128;0.924585995212045;0.0307545089463761;286.988.606.615.101
75000;49;2;0;1;0;0;0;8587;18.696;143.459.916;37.974.684;0.256214503304708;538.568.467.143.437;269.635.664.945.918;117.892.463.161.022;0.27654668442761;288.200.720.375.393
75000;49;2;0;1;0;0;0;9592;28.975;173.515.982;73.226.545;0.379704602030467;499.883.147.154.795;240.529.423.265.837;0.900432283246202;0.258658766208955;252.145.717.051.237
80000;56;1;0;1;1;0;0;6328;21.76;59.615.385;143.953.935;0.103053492512753;0.60749352445254;126.396.439.667.717;170.807.683.447.113;165.910.491.586.608;0.616006405309835
260000;88;4;0;2;0;0;1;16308;22.216;43.768.546;56.463.596;0.104823411683893;19.008.299.859.512;0.298266428500201;208.790.195.933.195;0.835825180896331;0.637653071930889
235000;125;4;0;2;0;0;1;12892;29.6;305.555.556;16.081.871;127.761.799.065.324;316.098.549.901.665;337.020.767.804.519;0.754567268271938;0.486783615983871;106.723.231.135.827
240000;98;3;1;1;1;1;1;15809;41.876;47;4.5;0.456154302873484;219.797.679.322.377;0.0981937761572354;247.027.972.590.691;0.304428295313201;191.209.493.477.533
165000;53;1;0;1;1;0;0;15349;24.553;411.255.411;47.619.048;0.26659519564874;123.918.717.971.439;113.351.131.893.641;0.433431380400354;0.229883235242933;140.689.356.834.775
260000;88;4;0;2;0;0;1;16308;22.216;43.768.546;56.463.596;0.17090903631736;195.254.119.040.831;0.332708410291121;216.466.373.838.244;0.850775130088548;0.598858222923411
260000;88;4;0;2;0;0;1;12497;26.736;366.359.447;46.082.949;0.273146630996578;20.656.834.326.996;0.283502268030988;225.311.734.780.126;0.761747228420806;0.482311709225121
260000;88;4;0;2;0;0;1;12497;26.736;366.359.447;46.082.949;0.52161253188617;230.699.850.280.256;0.421354260323287;249.862.913.377.053;0.718486549675526;0.293335998275005
260000;88;4;0;2;0;0;1;12116;25;337.539.432;97.791.798;0.333633878210027;205.159.954.661.981;0.466685316638177;232.007.295.725.637;0.92969445793236;0.575022535322241
260000;88;4;0;2;0;0;1;12497;26.736;366.359.447;46.082.949;0.530577369571637;230.159.065.125.451;0.471393095759824;251.890.551.422.491;0.77991939695462;0.342620453580507
195000;40;1;0;1;1;1;0;16536;27.64;505.084.746;64.189.189;0.0704399142339232;174.785.542.437.645;0.619180842766962;149.805.452.681.215;0.672905535090161;0.709625656933578
450000;88;2;0;1;1;0;0;14726;21.862;488.023.952;8.358.209;0.355791463688623;169.296.968.356.368;0.50405347131255;124.422.924.682.085;0.728640729000249;0.539008272493579
52200;72;3;0;1;0;0;0;7093;24.746;92.409.241;85.808.581;0.379852871648824;333.320.401.268.594;0.944851604812048;193.687.569.452.588;0.312295377866405;0.840086945798599
52200;72;3;0;1;0;0;0;7093;24.746;92.409.241;85.808.581;0.369924497373114;334.685.532.629.011;0.945993590683421;193.041.587.106.049;0.297186795701379;0.85144108791089
255000;92;2;0;1;1;0;0;9784;34.085;191.326.531;73.791.349;0.549158935303887;0.764619228917568;0.543677128989454;135.034.903.508.876;0.154490028451055;0.228825418021699
29200;53;1;0;1;0;0;0;5504;20.014;53.418.803;222.698.073;0.529248801391805;0.323531331517341;0.570823595759766;229.635.916.799.437;0.368560106484223;0.213557297365369
25000;53;2;0;1;0;0;0;5033;17.962;41.584.158;269.306.931;0.537075990629482;0.387109725486502;0.571874535581568;221.543.954.325.622;0.330527575912089;0.24882322244335
30400;53;3;0;1;0;0;0;6124;18.923;68.807.339;201.372.998;0.275961514698395;0.195804621222403;0.322336288698458;226.963.470.731.618;0.609395058440846;0.461355565226712
