precio;superficie;habitaciones;ascensor;banos;aire_acond;balcon;terraza;renta;longevidad;educ_sup;presion_mig;hospital;metro;universidad;autobus_interurbano;autobus_local;policia_local
190000;90;3;1;2;1;1;1;11137;5.352;34.591.195;28.301.887;13.415.522.346.034;468.697.639.514.437;478.972.190.938.583;153.728.602.712.138;224.814.873.273.015;143.930.595.828.793
225000;60;3;0;1;1;0;0;16741;30.451;494.305.239;6.833.713;0.287393975713118;0.396243202163583;0.21718951828421;161.336.744.225.023;0.461780261202684;0.360850305414153
205000;127;5;1;2;1;1;1;10204;33.844;17.5;4.75;0.152031156225881;161.494.141.777.847;186.407.796.802.096;262.720.743.105.707;0.400569129260841;0.161711994028679
71000;74;2;0;1;0;0;1;6890;27.797;103.053.435;20.610.687;0.216474500549965;157.503.258.009.605;106.504.340.796.913;166.240.825.214.829;0.414411924886234;0.983983493585189
90000;93;3;0;1;0;0;0;9333;29.613;183.800.623;35.825.545;0.633839805828061;367.769.577.854.426;131.896.460.657.397;153.430.113.958.668;0.385381023591962;123.202.731.674.098
136000;85;2;0;1;0;0;0;7707;23.152;103.448.276;40.752.351;0.742770719923213;219.874.845.654.547;195.677.733.342.431;29.226.437.282.995;0.191232150978121;0.758064596411369
28000;53;2;0;1;0;0;0;4714;17.235;35.502.959;154.302.671;0.348642851350039;0.520622474610477;0.340329576172923;194.504.565.215.546;0.560826873209901;0.641066076011387
247500;95;3;0;2;0;0;0;14407;27.325;386.481.802;83.188.908;0.0668326948440279;0.874164337622682;113.057.495.397.065;179.299.399.938.302;0.367988425056343;0.75420883568907
330000;101;4;1;2;1;0;0;14399;36.339;384.415.584;6.25;0.395172601221237;0.58716781747837;0.632414186586821;108.533.698.406.111;0.586809419579236;0.63879203133707
230000;88;3;1;2;1;0;0;12531;26.634;292.207.792;45.454.545;0.75823872338266;0.547366014042202;0.86561752719208;223.195.280.392.725;0.164332181975201;0.0842535308325618
230000;103;4;0;1;0;0;1;12497;26.736;366.359.447;46.082.949;0.48814482127056;2.282.394.716.436;0.349882633608037;24.477.592.772.531;0.66282331942937;0.275729426096968
27000;54;2;0;1;0;0;0;5033;17.962;41.584.158;269.306.931;0.585730939660234;0.443772372043025;0.61782550894111;219.026.543.139.189;0.278608241650923;0.242796811449343
299000;95;2;1;2;1;0;0;18389;34.665;497.622.821;45.886.076;0.0550166831415736;152.963.735.858.731;0.640099441504597;150.981.135.149.082;101.878.886.127.911;112.959.522.914.086
170000;89;4;1;1;0;0;1;11125;44.196;19.266.055;27.607.362;0.322737474116767;333.550.319.775.518;133.200.495.840.704;172.277.656.458.387;0.474739645358711;102.735.876.938.721
59000;88;3;0;1;0;0;0;6189;24.254;76.045.627;87.452.471;0.320930713732294;227.530.644.867.371;0.844605348323573;183.052.389.699.089;0.669826739511605;17.230.147.498.962
47000;65;1;0;1;0;0;0;7369;24.168;72.340.426;554.371;0.195140201781597;424.332.079.006.308;453.622.818.664.027;0.879547788034004;0.177337390220365;246.315.158.483.439
99900;64;2;1;1;1;0;0;5659;19.795;5.124.451;243.045.388;0.415968958768012;0.301411848962435;114.097.708.040.234;148.441.068.474.654;133.535.074.671.498;0.351812738189089
430000;237;3;1;2;1;0;1;11137;5.352;34.591.195;28.301.887;142.264.161.558.325;475.949.359.237.249;486.534.423.529.952;157.922.534.290.419;227.634.521.091.275;15.168.568.415.329
245000;59;1;1;1;1;0;0;15042;30.584;411.650.485;93.385.214;0.441027159021592;106.212.064.215.423;104.678.162.778.147;121.336.480.645.611;0.574869257011141;121.306.759.878.613
300000;158;4;1;2;1;0;1;14110;28.16;394.004.283;12.847.966;0.418022713085479;383.413.021.983.121;390.364.886.021.731;145.514.400.517.926;169.010.912.538.781;0.579977618495705
450000;120;4;1;2;1;1;0;12651;32.51;296.453.901;28.368.794;0.51946722101454;188.249.721.802.561;116.979.260.591.027;245.374.202.652.458;0.366114786293123;0.901479487694249
320000;117;4;1;2;1;1;0;15102;22.049;426.070.039;36.964.981;0.491293342798969;241.609.884.082.886;237.640.418.208.189;153.898.312.032.523;125.087.145.756.288;143.034.519.447.589
439000;147;4;1;2;1;0;0;17964;33.763;472.067.039;16.806.723;0.474673399135467;0.496695499796329;0.746482857435018;14.861.429.157.623;0.359387223814236;0.80222080397997
415000;84;3;0;2;1;1;1;14159;25.398;448.837.209;76.744.186;0.852639539506127;214.931.771.936.469;0.500894365823656;130.431.142.533.603;0.34213348887049;0.16584623752904
285000;120;3;1;2;1;0;1;14621;18.044;396.782.842;57.640.751;0.785754639835148;264.238.395.957.502;0.959058170522798;217.937.008.373.176;0.29830584718039;207.825.932.683.956
440235;193;4;1;3;1;0;1;12916;8.66;338.006.231;26.438.569;154.307.312.697.874;404.068.731.036.498;0.632829291479327;366.632.316.569.774;108.802.848.601.498;174.423.501.586.125
495000;101;2;1;2;1;1;1;16987;30.42;458.847.737;96.707.819;0.851175161074227;0.790631884538156;0.694839518850667;0.75637474060077;0.960195249896176;0.488604398197271
245000;124;3;1;2;1;1;0;14412;25.72;410.619.469;23.049.645;0.197308590843935;338.761.003.493.362;347.575.186.348.739;143.055.309.878.732;151.847.730.570.389;0.122645495741514
468000;124;3;1;2;1;0;1;21316;38.306;570.351.759;12.562.814;0.535922015665881;0.536038698122981;0.468952621894341;186.611.597.164.584;0.52521116097438;0.482470267178637
170000;34;1;0;1;1;0;0;15727;25.532;463.840.399;69.825.436;0.921419685177367;189.605.204.533.748;0.842152249760877;0.948349620708054;0.688785531983873;0.494277922591302
361000;107;2;1;2;1;0;1;17336;34.963;47.5;19.677.996;0.34365164050713;102.071.115.230.873;125.918.541.775.659;214.882.289.685.756;0.349527304542761;0.458201498964663
402500;123;3;1;2;1;0;1;17336;34.963;47.5;19.677.996;0.34365164050713;102.071.115.230.873;125.918.541.775.659;214.882.289.685.756;0.349527304542761;0.458201498964663
334500;102;2;1;2;1;0;1;17336;34.963;47.5;19.677.996;0.34365164050713;102.071.115.230.873;125.918.541.775.659;214.882.289.685.756;0.349527304542761;0.458201498964663
279000;70;3;0;1;1;0;1;16638;31.177;479.400.749;97.014.925;0.493795583741466;132.081.577.609.985;0.203915246695856;118.106.181.511.681;108.027.470.126.025;0.938845407391355
279000;75;3;0;1;1;0;1;16638;31.177;479.400.749;97.014.925;0.475694490843656;133.047.695.106.882;0.232555561944235;121.222.237.562.782;107.261.646.425.597;0.94730042150071
548000;136;3;1;2;1;0;0;21703;22.791;553.571.429;2.526.003;0.749742803139265;0.394256652575424;0.459428495447589;0.239070148911754;0.14424021857554;0.509452578680283
390000;62;1;0;1;1;1;0;18747;35.782;456.692.913;6.824.147;0.754321972061193;0.385938946860347;0.572718408382977;0.972511903148252;0.655084482605603;0.648464649657504
299000;54;1;0;1;1;0;0;18342;30.826;480.916.031;26.717.557;0.36177000936431;0.604956156688821;0.855661868862558;180.102.654.639.465;0.0733915604909845;0.552571322494173
216000;114;4;0;1;1;1;1;14172;26.849;429.787.234;68.085.106;0.445155895320768;223.877.735.567.253;0.24430391571688;236.681.424.429.289;0.587582098395104;0.297055876296822
162500;75;3;0;1;1;0;0;6890;27.797;103.053.435;20.610.687;0.202485319239611;143.484.806.731.096;11.421.699.124.709;193.130.370.566.928;0.0526127834856815;0.640839011257461
290000;116;3;1;2;0;0;1;11547;12.19;319.083.969;15.267.176;0.279049554966796;342.911.992.152.529;352.647.392.454.706;141.495.659.227.358;147.010.544.241.972;0.192062774482689
196000;68;1;1;1;1;0;1;12916;8.66;338.006.231;26.438.569;166.640.645.372.279;420.424.436.812.555;0.891918727709542;387.525.513.538.217;112.627.093.830.196;15.871.104.604.593
436000;134;4;0;2;1;0;0;20425;34.388;570.694.087;15.463.918;0.372078291485186;0.407432307520016;0.645737526013606;0.753948544563556;0.499068907570621;100.240.720.666.252
220000;69;2;0;1;1;1;0;14519;25.256;411.247.803;75.438.596;0.318936947104519;177.527.803.739.149;0.377527598319359;177.199.981.791.231;0.791206951662705;0.867155171655417
74700;80;2;1;1;1;0;1;11486;35.075;248.459.959;43.032.787;114.924.049.891.367;108.248.010.466.117;11.187.231.167.844;116.012.497.708.918;0.112973862803015;125.356.346.263.951
199900;95;3;1;2;1;1;1;11105;15.872;30.071.599;23.866.348;133.572.425.610.253;302.050.921.778.553;323.604.253.125.536;0.60649362513009;0.37589210082053;111.624.109.354.893
400000;94;3;1;1;1;0;1;16220;39.297;434.146.341;29.268.293;0.334670442563199;19.083.636.427.617;0.215307737683028;193.389.441.141.442;0.669858497370169;0.705002198474989
190000;85;3;1;2;1;0;1;6197;10.911;91.836.735;28.061.224;144.502.418.519.359;481.379.089.919.286;490.982.631.557.063;146.384.556.750.062;239.409.321.970.116;155.665.299.667.818
338000;115;3;1;1;0;0;1;17036;33.843;439.903.846;48.192.771;0.544921654227455;0.19816955936131;0.583354437337562;119.867.330.644.864;0.211858873180667;0.72585928558947
269000;40;1;0;1;1;0;1;14014;21.298;481.355.932;84.745.763;0.660131948400187;219.278.933.264.845;0.375378341837142;150.975.188.473.991;0.338277143836758;0.122481523240746
272000;80;2;0;1;1;0;0;15349;24.553;411.255.411;47.619.048;0.299045445362416;122.095.480.271.594;112.805.850.274.635;0.394455638023264;0.254044790690642;141.418.092.477.144
450000;120;4;1;2;1;1;0;12651;32.51;296.453.901;28.368.794;0.530057656284897;186.254.315.970.355;115.593.837.266.391;243.086.234.884.569;0.369634599815726;0.902923302490568
415000;172;4;1;3;1;1;1;14579;33.216;403.645.833;49.479.167;0.55622480954238;0.446672002131655;0.684839905899117;182.154.183.304.293;0.139265069124999;0.444440823057557
580000;177;4;1;3;1;0;0;14324;6.072;448.136.959;17.119.839;0.311541466146042;300.150.357.216.838;0.647021917221613;249.652.432.784.833;0.155136577884215;225.311.790.710.537
360000;90;1;1;1;1;0;0;19141;35.252;541.916.168;71.856.287;0.799596730602943;0.636971112866428;0.557978291035063;0.978941265471544;0.923134122958232;0.578249797248789
133000;62;2;0;1;1;0;0;9526;27.956;203.065.134;57.251.908;0.559979104447911;0.630023323320225;0.580100825170401;217.521.047.731.892;0.689726415938303;0.787395193140677
286000;112;2;1;1;1;0;1;12531;26.634;292.207.792;45.454.545;0.748303530108473;0.661458394611827;0.945142628509513;231.782.906.109.437;0.0554314708994438;0.191836318417546
259000;119;3;1;2;1;1;0;14621;18.044;396.782.842;57.640.751;0.79327689165891;26.220.407.878.488;0.933352507389507;22.080.438.694.291;0.305078851484861;206.565.029.924.226
310000;151;3;1;3;1;0;1;17576;31.15;445.783.133;5.6;0.579715165406733;259.348.359.610.084;262.962.625.301.782;201.959.944.510.174;0.904222832410045;162.215.771.845.276
275000;118;3;1;2;1;0;1;10972;29.917;234.649.123;57.017.544;0.620618649642768;0.43937327832145;0.793872077284071;174.170.824.140.944;105.489.561.736.987;0.443467201405049
210000;92;3;1;2;1;0;0;8370;7.581;176.785.714;14.285.714;101.940.666.480.672;485.632.487.597.115;490.616.080.338.225;0.90399838510166;203.222.691.332.027;16.154.258.496.761
75000;77;3;0;1;1;0;0;6518;22.765;60.714.286;76.785.714;0.166976032379404;151.166.724.685.079;112.754.869.822.247;157.534.803.130.931;0.443512482976588;105.917.795.679.393
450000;76;2;0;2;1;0;1;14599;22.484;495.412.844;55.045.872;0.193800256032993;19.748.546.176.316;0.538347849497502;164.875.634.189.063;0.454197592005235;0.620727566897371
287000;68;1;1;2;0;1;1;14806;22.238;476.388.889;80.555.556;0.254054518721537;187.342.408.982.821;0.695216069312558;144.955.925.065.479;0.529215648595841;0.487321266328732
539000;135;3;1;2;1;0;0;20541;26.841;51.459.854;29.250.457;0.498131749863647;138.616.297.313.979;0.434684528855745;172.187.441.100.398;0.316107733316265;114.383.844.599.551
525000;200;5;1;5;1;0;1;18419;33.076;495.708.155;45.064.378;0.336366221123695;0.311633317993993;0.359419337694079;133.236.413.447.419;0.330116350166076;0.883442025145431
575000;105;2;0;2;1;0;0;16141;40.623;400.881.057;33.039.648;0.502571417072772;314.157.997.492.438;0.371216356271521;2.418.055.153.583;0.449448007064081;0.95930153288788
129500;71;3;1;1;1;1;0;9729;32.565;220.779.221;151.515.152;0.486342497060787;29.519.767.621.367;0.769588943489499;227.781.729.587.116;0.366640697301917;0.460904328419806
265000;55;1;0;1;1;0;0;16256;29.781;502.347.418;98.591.549;0.350926980889584;158.688.072.853.475;0.402623918379242;121.802.865.140.989;0.821605721093813;0.653727909976218
180000;70;3;0;1;1;0;1;16308;22.216;43.768.546;56.463.596;0.159801771219289;189.065.955.333.885;0.414971965175156;213.922.206.537.254;0.917858656973515;0.67729003730306
196500;69;1;1;1;1;0;1;12916;8.66;338.006.231;26.438.569;162.870.280.033.944;406.253.412.597.973;0.720698167495062;371.774.512.630.643;103.217.864.544.993;160.984.723.379.866
222000;69;1;1;1;1;0;1;12916;8.66;338.006.231;26.438.569;162.870.280.033.944;406.253.412.597.973;0.720698167495062;371.774.512.630.643;103.217.864.544.993;160.984.723.379.866
326000;105;4;0;2;1;0;0;12497;26.736;366.359.447;46.082.949;0.487064334392521;226.127.744.397.971;0.436039890157057;247.496.333.732.321;0.778286531734127;0.357845763226145
140000;75;3;1;2;1;1;1;7483;25.787;91.071.429;76.785.714;0.294588780141099;0.0922399592847307;131.862.897.281.011;127.045.808.438.859;120.317.271.253.297;0.5181348292003
188000;68;3;1;1;1;0;0;9729;32.565;220.779.221;151.515.152;0.467813702562518;303.572.986.781.702;0.80354875553286;219.682.374.558.878;0.329430830231646;0.54650990483007
186000;102;3;1;1;0;0;0;9705;32.705;173.737.374;24.242.424;0.217647541315408;424.436.410.151.298;247.101.130.628.986;0.842640168285371;0.497678753628082;218.509.883.217.213
397552;198;3;1;2;1;0;1;12916;8.66;338.006.231;26.438.569;154.307.312.697.874;404.068.731.036.498;0.632829291479327;366.632.316.569.774;108.802.848.601.498;174.423.501.586.125
386151;156;4;1;3;1;0;1;12916;8.66;338.006.231;26.438.569;154.307.312.697.874;404.068.731.036.498;0.632829291479327;366.632.316.569.774;108.802.848.601.498;174.423.501.586.125
340000;128;3;1;2;1;1;0;18342;30.826;480.916.031;26.717.557;0.377864892162798;0.635345947248654;0.879633163401647;187.502.639.740.988;0.0598195200525966;0.492523048784932
432500;177;4;1;3;1;0;0;12916;8.66;338.006.231;26.438.569;152.949.988.365.033;400.232.027.312.978;0.618508136946414;363.864.532.226.519;102.825.775.211.379;168.124.370.714.018
209000;69;1;1;1;1;0;0;12916;8.66;338.006.231;26.438.569;152.949.988.365.033;400.232.027.312.978;0.618508136946414;363.864.532.226.519;102.825.775.211.379;168.124.370.714.018
199000;90;3;1;1;1;0;0;8477;29.642;142.105.263;78.947.368;0.646468991726121;0.659410120895483;0.670408681862115;197.920.411.021.583;0.877206213575494;0.645455260649774
259000;92;2;1;1;0;0;0;14970;24.238;429.166.667;104.166.667;0.567224035185483;108.534.387.758.068;0.557554300921513;102.482.777.847.395;118.893.625.794.832;0.794061124810417
379000;120;3;1;2;1;1;0;15696;32.512;438.746.439;21.367.521;0.369771915216164;145.857.700.283.551;124.005.325.521.571;0.900282222570257;0.438133213056062;151.219.572.066.293
459500;138;3;1;2;1;0;1;16753;37.137;441.717.791;24.539.877;0.411296013470266;0.447113802723127;0.482681909972004;122.189.151.247.051;0.48761038213451;0.496941807118007
310000;70;3;0;1;1;1;1;14492;32.997;383.753.501;47.486.034;0.257271934495962;0.225501888721913;0.325613322188612;144.665.078.509.902;0.307334269094494;0.278299061944834
450000;110;4;1;2;1;1;0;15067;33.498;40;32.258.065;0.311542978471619;0.938460306447808;105.933.157.093.287;101.087.977.230.501;0.698954871759473;0.992113013475172
470000;150;4;1;3;1;0;1;15066;23.284;419.497.784;29.542.097;0.420894930579965;19.535.085.525.167;0.662248679479215;231.423.832.950.481;0.849505083847767;0.779013898982258
430000;113;3;1;2;1;1;1;7735;27.897;96.463.023;19.292.605;0.333248238802983;228.408.370.048.387;132.214.334.693.885;27.811.817.846.538;0.619131366179451;11.125.716.157.643
363000;109;3;1;2;1;1;1;16826;29.487;412.541.254;144.736.842;0.314054462189582;0.721174680846071;0.477318863324603;169.116.837.456.658;0.508501815745831;0.52827012446756
145000;92;4;1;1;1;0;1;8837;26.367;131.205.674;60.283.688;0.418544101135816;0.364764028597383;0.761760681240766;175.218.857.651.617;115.039.578.927.549;0.531692252405836
71000;63;2;0;1;0;1;1;6890;27.797;103.053.435;20.610.687;0.230266503988001;158.890.979.873.331;105.128.461.232.812;167.358.948.730.808;0.413549758207362;0.978789951049021
142000;57;1;0;1;1;0;0;8707;26.867;165.625;7.5;0.684866580991171;0.273977474684265;0.854550679653813;19.421.535.618.597;0.240624211408729;0.657384592182249
165000;94;4;1;1;1;0;1;9521;34.823;143.181.818;54.545.455;0.445116230244908;424.080.975.749.116;424.371.141.769.297;0.69623149128579;122.262.861.546.412;121.292.936.104.158
330000;100;3;1;2;0;0;0;19235;39.538;531.365.314;18.450.185;0.909767303607198;0.667744356664402;0.750778815698983;0.540064413902598;0.803809091584845;0.51467087308649
85000;114;3;1;2;1;0;1;7218;22.705;140.480.591;129.390.018;0.41488199085108;124.347.189.812.729;148.090.660.112.381;112.932.360.368.814;0.125485192414157;146.926.687.377.786
416000;140;4;1;2;1;0;1;14582;29.88;40;4.75;0.201118175396832;0.78063148883952;103.264.583.716.995;186.172.090.880.115;0.228716562389307;0.641340579216617
395000;95;2;0;2;0;0;0;18107;28.495;527.083.333;16.666.667;0.550300453912263;0.663968752489427;0.485297667036918;145.876.113.732.837;0.352386575234682;0.636626980882399
250000;67;3;1;1;1;0;1;18424;28.56;449.494.949;55.555.556;0.425061820670606;0.14222642925821;0.356544024277568;149.474.122.751.223;0.308073746773594;0.801902318004435
150000;62;3;1;1;1;1;1;9113;29.011;133.105.802;99.315.068;0.483567918825578;0.0535626993841248;0.825400923894593;168.697.975.105.158;126.741.009.432.977;0.0716212212460867
225000;41;1;1;1;1;0;0;14806;22.238;476.388.889;80.555.556;0.324719013908117;205.988.411.296.706;0.61331310627571;163.238.834.452.578;0.341891609352142;0.487998802663245
350000;90;4;0;2;0;0;0;14970;24.238;429.166.667;104.166.667;0.51650905448632;110.050.506.327.905;0.611967980106753;102.734.071.613.026;112.567.031.205.342;0.822081955432492
330000;120;4;1;2;1;1;1;11749;19.491;308.219.178;12.328.767;0.697196937268409;350.125.668.931.788;208.913.431.444.942;162.578.395.962.073;0.804160996340892;173.497.570.293.774
197000;106;3;1;2;1;1;1;10621;27.757;264.069.264;58.441.558;0.370526344531429;376.633.173.915.518;159.507.183.392.906;36.672.448.061.106;0.244087606301848;0.287246691126652
280000;70;3;1;1;1;0;1;16389;31.74;383.673.469;36.734.694;0.357342455463115;0.640296988938505;0.698395626266092;104.336.040.768.216;0.65684404973176;0.693036951537541
140000;82;3;1;1;1;0;0;9825;32.792;176.020.408;137.755.102;0.306045629008429;296.741.272.861.447;0.949762945188324;217.171.070.717.646;0.501172379559684;0.565193451050441
390000;125;3;1;2;1;0;1;16960;24.504;531.827.515;14.373.717;0.379276380933226;227.738.855.304.344;0.701506623645479;197.358.576.309.504;0.537298706964929;166.435.904.304.081
229000;90;4;1;2;1;0;0;11498;30.091;290.322.581;70.422.535;0.507380664836051;0.822747187978071;0.613998408863431;138.440.118.178.359;0.193242215538181;0.325657311439113
400000;93;3;1;1;1;0;1;16134;34.338;43.231.441;24.017.467;0.299887581358162;201.371.999.492.339;0.312116340490426;186.723.822.193.044;0.557888052297573;0.746225534413351
151900;83;4;1;2;1;0;1;10376;34.472;205.724.508;41.144.902;0.389651842132234;0.468164580132612;0.867118049152569;171.852.130.080.874;119.625.396.150.384;0.564216960274411
425000;136;3;1;2;0;1;1;17304;30.807;52.617.801;34.031.414;0.534151669674563;0.628151791922789;0.463751791195507;157.595.152.695.455;0.452534270444936;0.585458754382374
599000;89;3;1;1;1;1;1;15683;31.707;443.835.616;82.191.781;0.175826835717023;0.35899600593946;0.194512288917737;152.629.323.166.804;0.240485691662822;0.368132627080562
270455;100;3;1;2;1;0;0;15447;7.185;475.120.385;30.497.592;0.494682901647972;328.213.066.144.464;146.801.959.903.905;318.387.880.369.101;0.411549117254418;0.49396796138069
330000;111;4;1;2;1;1;1;11749;19.491;308.219.178;12.328.767;0.373415356381796;388.384.971.005.414;245.448.206.422.385;134.666.356.545.511;0.867347104860872;207.490.034.201.358
210000;85;3;1;1;1;0;0;13330;18.576;320.063.694;11.146.497;0.638457519508022;330.609.324.992.692;344.457.526.776.388;111.734.187.225.706;11.027.096.509.066;0.449231443594314
415000;84;2;0;2;0;0;0;20162;33.462;53.221.957;71.599.045;0.283624776549915;121.100.592.020.345;0.51262620424134;0.480011570429169;0.885969876612583;109.770.154.318.052
225000;50;1;1;2;1;0;0;15735;27.479;466.076.696;56.047.198;0.115112708155139;158.908.907.696.252;0.669811664588778;148.940.512.475.228;100.901.178.138.844;115.689.050.580.506
375000;126;4;1;2;0;0;1;20083;31.01;536.324.786;40.511.727;0.98258391352986;0.344976619421054;0.471978469844207;0.248497073562078;0.535442421383741;0.284934230014305
280022;118;2;1;2;1;0;1;12916;8.66;338.006.231;26.438.569;154.307.312.697.874;404.068.731.036.498;0.632829291479327;366.632.316.569.774;108.802.848.601.498;174.423.501.586.125
295000;105;3;0;1;1;0;1;16798;28.049;492.537.313;5.952.381;0.666850326760844;171.347.860.504.925;0.573390626703463;101.089.995.513.097;0.761386744024525;0.475261452384547
595000;128;4;1;2;1;1;0;20162;33.462;53.221.957;71.599.045;0.168725539568728;114.934.895.639.324;0.598632715600846;0.394294102588405;0.799232636537793;121.206.303.547.981
305000;81;3;0;1;1;1;0;15415;29.723;401.055.409;63.324.538;0.196085461160166;0.160125279342321;0.260982133571639;150.883.082.376.154;0.257548931989795;0.211142677484377
198000;116;3;1;2;1;0;0;10179;10.12;301.075.269;29.185.868;0.861189760772793;429.259.041.088.307;154.072.029.746.652;154.031.456.587.678;0.444785072523;176.104.459.174.388
219000;92;3;1;1;0;1;0;11635;32.507;257.703.081;39.215.686;0.453211740607276;0.169540134662451;0.440742972288296;209.454.075.236;0.390058910334024;0.591538107425844
151900;93;4;0;2;1;1;1;9140;37.586;174.953.959;6.25;0.455215052859339;0.382172623686642;0.74800783195961;165.262.236.295.723;102.937.522.085.533;0.643499563700783
150000;60;2;1;1;1;1;0;9430;28.512;19.047.619;107.569.721;0.306743208961233;0.22451061294288;104.631.786.181.264;145.710.362.826.956;110.444.510.176.576;0.282115476329573
250000;75;3;0;1;1;1;0;8532;21.696;238.636.364;200.757.576;0.126455592026804;0.171512040006012;0.081515684210509;173.213.081.451.207;0.25030975347635;0.140538952598811
450000;165;4;1;2;0;0;1;17218;43.327;498.652.291;0.8086253;0.316878901570744;119.333.712.825.515;0.919163905486265;130.332.973.899.455;0.685198593204773;126.651.184.966.828
330000;77;2;1;2;1;0;0;15063;30.146;399.470.899;34.482.759;0.247573853374584;169.178.455.303.991;0.60452865982007;201.509.213.661.366;0.694315222343673;0.901569363069178
168000;96;3;1;2;1;0;0;6328;21.76;59.615.385;143.953.935;0.181903128546896;0.514642194704198;100.608.989.489.974;185.242.925.892.709;141.005.289.910.259;0.495737021785887
130000;60;2;0;1;1;1;0;16826;29.487;412.541.254;144.736.842;0.482703995055856;0.521392290850344;0.447689147960174;207.419.816.863.796;0.457993104277086;0.968953696696497
314000;122;3;0;2;0;0;0;15102;22.049;426.070.039;36.964.981;0.491293342798969;241.609.884.082.886;237.640.418.208.189;153.898.312.032.523;125.087.145.756.288;143.034.519.447.589
450000;93;3;1;2;1;1;0;13505;19.642;404.426.559;24.096.386;0.524111077398574;0.894035615941601;120.198.767.322.591;108.772.211.093.487;0.469362217939855;113.692.036.216.759
155000;88;3;1;1;0;0;0;9066;26.407;165.480.427;42.704.626;0.166537695001126;441.691.931.412.185;234.159.366.811.061;434.451.007.876.293;0.0837106364442122;0.737013058693976
359000;75;2;0;2;1;0;1;15146;23.611;45.325.779;88.068.182;0.0962638447197975;174.150.015.174.796;0.613643270027729;159.133.993.834.176;0.731594980135501;0.832541178955654
230000;79;3;0;1;0;0;0;16389;31.74;383.673.469;36.734.694;0.371204791504481;0.506772153842513;0.564593652999519;116.803.826.676.453;0.570042677066755;0.559000743408414
349000;89;2;1;1;1;0;0;18703;30.609;493.181.818;81.818.182;0.325298635426547;104.637.130.909.729;0.441232285919829;0.57399393289511;0.97491969797511;112.765.847.215.984
420000;130;4;0;2;1;0;1;15727;25.532;463.840.399;69.825.436;0.918641421370706;195.247.208.108.528;0.753366849955546;0.903283594434975;0.751315674977937;0.605680209771208
184000;86;2;1;1;0;0;0;8343;13.758;183.291.771;249.066;0.15283883383645;0.268011849822228;149.293.459.725.482;100.101.574.169.254;0.875557159455856;0.735245228159729
272000;80;2;0;1;1;0;0;15349;24.553;411.255.411;47.619.048;0.302216078270267;121.703.799.397.872;113.195.332.416.833;0.396295774384318;0.257640604964703;141.037.457.269.155
358000;110;3;1;2;0;0;1;9592;28.975;173.515.982;73.226.545;0.162919811791504;356.175.078.495.172;0.893288724809956;195.145.468.204.119;0.0998848764066724;102.769.991.256.918
370000;74;2;0;1;1;0;0;17984;27.674;522.522.523;42.042.042;0.773786293654261;176.131.039.384.266;0.752507147475197;0.80932321807956;0.832240649131739;0.617123020375262
450000;179;6;0;2;0;0;0;16296;26.962;486.935.867;28.503.563;0.410840581479365;0.533397958928003;0.352277103075802;144.897.613.834.438;0.445721012743301;0.526059965320354
285000;73;2;1;2;1;1;0;14481;33.737;383.495.146;38.834.951;0.0811087390709952;0.579982329691033;0.724542638685594;126.867.512.764.616;0.587736024881104;0.632554522276943
128000;57;2;0;1;1;0;0;7057;17.539;146.379.045;324.615.385;0.436522208062145;294.427.732.534.742;0.606711591973606;23.837.702.768.036;0.245919787457522;0.411152116757595
419000;157;3;1;2;1;0;0;17017;29.685;454.545.455;19.283.747;0.992638510847311;307.635.574.391.678;0.947756191514472;273.775.601.447.158;0.40069698533274;26.130.090.180.418
159000;83;3;1;1;0;1;1;9566;32.762;135.714.286;37.433.155;0.5162609137157;406.175.432.672.897;405.766.060.847.842;0.735924385509469;107.414.966.148.366;111.193.439.109.976
538870;159;4;1;2;1;1;1;18086;38.81;451.025.057;11.389.522;0.509279988789334;0.25055615765564;0.5213467078767;185.120.328.835.285;0.194408971844112;0.323216213080572
590000;115;4;1;2;1;1;0;14159;25.398;448.837.209;76.744.186;0.662724168207037;21.398.292.596.381;0.42765036046437;143.670.604.048.956;0.358420640863208;0.0775579218645275
495000;154;5;0;2;0;0;1;19856;32.626;547.945.205;50.228.311;0.0868221556835894;119.206.987.091.795;0.891192838601355;0.15438760725449;0.522488087631332;142.342.661.428.085
350000;107;3;1;2;0;1;0;15696;32.512;438.746.439;21.367.521;0.197535780753711;148.852.940.127.882;110.836.651.002.114;0.731284027996502;0.266310996076289;154.272.878.190.362
320000;101;3;1;2;0;0;0;15095;30.183;42.5;53.125;0.650840152317657;0.724995734471356;0.922846370441707;0.751864329953592;0.71757483051109;0.969050431789788
340000;110;3;1;2;0;0;0;19407;31.903;466.055.046;51.376.147;0.52202927674374;0.252921187132148;0.566791297623142;117.370.193.084.567;0.239069727494025;0.696161919567899
490000;127;3;1;2;1;1;1;17848;35.197;50.273.224;30.054.645;0.234291727778023;0.165337592318748;0.100231503780961;168.227.825.958.754;0.0254152279240604;0.783047751035789
215000;117;5;0;2;1;1;0;9578;26.715;19.2;4.4;0.374434230239963;183.353.992.346.551;194.351.232.132.135;277.017.338.149.598;0.424446390940009;0.390116014015526
149000;92;3;1;1;1;0;0;9333;29.613;183.800.623;35.825.545;0.683067442096043;368.364.341.556.257;143.669.583.575.464;14.477.978.567.225;0.333204294432661;128.913.924.984.892
